ID,Glider,Model,Manufacturer,Competition Class,Kind,Wingarea,Empty Weight,Reference Mass,MTOW,Min Speed,Polar Coeffs,Double Seater,Exclude Live,Vintage,Self-Launcher,2016,2017,2018,2019,2020,2021,2022,2023,2024
118,Ventus 16.6m,Ventus bT 16.6m,Schempp-Hirth,18,MG,9.96,293.0,323.7,430.0,69.00,-0.0000012:0.0002030:-0.0140077:0.3809996:-4.0318708,,,,,113,113,113,113,113,113,113,113,113
119,ASW 20 16.6m,ASW 20 16.6m,Alexander Schleicher,18,GL,11.01,285.0,371.14,430.0,72.00,-0.0000039:0.0005801:-0.0333154:0.8132168:-7.6107810,,,,,112,112,112,112,112,112,112,112,112
120,Glasflügel 304 17m,Glasflügel 304 17m,Glasflügel,18,GL,10.6,260.0,380.347,450.0,72.50,-0.0000013:0.0002305:-0.0160565:0.4385501:-4.5689128,,,,,112,112,112,112,112,112,112,112,112
121,HpH 304 CZ 17.4m,HpH 304 CZ 17.4m,HpH Sailplanes,18,GL,10.68,235.0,,450.0,,,,,,,112,112,112,112,112,112,112,112,112
122,ASW 20 Top 16.6m,ASW 20 Top 16.6m,Alexander Schleicher,18,MG,11.01,325.0,371.14,430.0,72.00,-0.0000039:0.0005801:-0.0333154:0.8132168:-7.6107810,,,,x,110,110,110,110,110,110,110,110,110
123,Kestrel 17m,Kestrel 17m,Glasflügel,18,GL,11.58,260.0,367.086,400.0,70.00,-0.0000045:0.0006268:-0.0336614:0.7715560:-6.8806019,,,,,110,110,110,110,110,110,110,110,110
124,DG 200 17m,DG 200 17m,DG Flugzeugbau,18,GL,10.57,251.0,336.126,450.0,68.50,-0.0000024:0.0003230:-0.0181813:0.4359256:-4.1921533,,,,,109,109,109,109,109,109,109,109,109
125,DG 400 17m,DG 400 17m,DG Flugzeugbau,18,MG,10.57,310.0,405.888,460.0,74.00,-0.0000019:0.0003154:-0.0203805:0.5391497:-5.4921923,,,,x,109,109,109,109,109,109,109,109,109
126,LS 3 17m,LS 3 17m,Rolladen-Schneider,18,GL,11.22,255.0,370.26,370.0,69.00,0.0000004:-0.0000548:0.0002476:0.0537373:-1.3526066,,,,,109,109,109,109,109,109,109,109,109
127,Mosquito 17m,Mosquito 17m,Glasflügel,18,GL,,,,,,,,,,,109,109,109,109,109,109,109,109,109
128,BS-1,BS-1,Glasflügel,18,GL,14.20,335.0,,460.0,,,,,,,108,108,108,108,108,108,108,108,108
129,D 36,D 36,Akaflieg Darmstadt,18,GL,12.8,285.0,,450.0,,,,,,,108,108,108,108,108,108,108,108,108
130,Diamant 18,Diamant 18,FFA,18,GL,,,,,,,,,,,108,108,108,108,108,108,108,108,108
131,Mü 26,Mü 26,Akaflieg München,18,GL,15.3,212.0,,382.0,,,,,,,102,102,102,102,102,102,102,102,102
132,SZD-39 Cobra 17,SZD-39 Cobra 17,PZL Bielsko,18,GL,17.00,298.0,,490.0,,,,,,,100,100,100,100,100,100,100,100,100
133,Std. Libelle 17m,Std. Libelle 17m,Glasflügel,18,GL,,,,,,,,,,,100,100,100,100,100,100,100,100,100
134,Std. Cirrus,Std. Cirrus,Schempp-Hirth,Club,GL,10.04,202.0,357.4,390.0,74.78,-0.0000023:0.0003245:-0.0186987:0.4582391:-4.6219841,,,,,99,99,99,99,99,99,99,99,99
135,ASW 15,ASW 15,Alexander Schleicher,Club,GL,11.0,210.0,349.0,,77.56,-0.0025412:0.1096032:-1.8739587,,,,,97,97,97,97,97,97,97,97,97
136,ASW 19 Club,ASW 19 Club,Alexander Schleicher,Club,GL,11.0,260.0,352.0,408.0,70.00,-0.0000029:0.0003918:-0.0218912:0.5271323:-5.1635631,,,,,98,98,98,98,98,98,98,98,98
137,Apis 2,Apis 2 15m,Pipistrel,Club,GL,12.4,215.0,310.0,,60.00,-0.0021600:0.0810000:-1.3333333,,,,,98,98,98,98,98,98,98,98,98
138,Apis 2,Apis 2 M 15m,Pipistrel,Club,MG,12.4,265.0,310.0,,60.00,-0.0021600:0.0810000:-1.3333333,,,,x,98,98,98,98,98,98,98,98,98
139,Apis 2,Apis 2 MCs 15m,Pipistrel,Club,MG,12.4,265.0,310.0,,60.00,-0.0021600:0.0810000:-1.3333333,,,,x,98,98,98,98,98,98,98,98,98
140,Bee,Bee,Pipistrel,Club,MG,12.26,228.0,,322.5,,,,,,x,98,98,98,98,98,98,98,98,98
141,SZD-36 Cobra 15,SZD-36 Cobra 15,PZL Bielsko,Club,GL,11.6,275.0,350.0,,50.80,-0.0029292:0.1208279:-1.8433350,,,,,98,98,98,98,98,98,98,98,98
142,D 38,D 38,Akaflieg Darmstadt,Club,GL,11.0,200.0,288.2,360.0,68.00,-0.0000027:0.0003721:-0.0213817:0.5116450:-4.8563638,,,,,97,97,97,97,97,97,97,97,97
143,DG 100 Club,DG 100 Club,DG Flugzeugbau,Club,GL,11.0,230.0,332.75,418.0,68.00,-0.0000138:0.0019469:-0.1029678:2.3450349:-19.9093619,,,,,98,98,98,98,98,98,98,98,98
144,Delphin 1,Delphin 1,-,Club,GL,,,,,,,,,,,98,98,98,98,98,98,98,98,98
145,LS 1,LS 1-0,Rolladen-Schneider,Club,GL,9.74,200.0,287.33,312.0,64.00,-0.0000075:0.0009986:-0.0515472:1.1425118:-9.6818903,,,,,98,98,98,98,98,98,98,98,98
146,LS 1,LS 1-c,Rolladen-Schneider,Club,GL,9.74,200.0,287.33,312.0,64.00,-0.0000075:0.0009986:-0.0515472:1.1425118:-9.6818903,,,,,98,98,98,98,98,98,98,98,98
147,LS 1,LS 1-d,Rolladen-Schneider,Club,GL,9.74,200.0,287.33,341.0,64.00,-0.0000075:0.0009986:-0.0515472:1.1425118:-9.6818903,,,,,98,98,98,98,98,98,98,98,98
148,Panjo,Panjo V1,-,Club,GL,,,,,,,,,,,98,98,98,98,98,98,98,98,98
149,Panjo,Panjo V2,-,Club,GL,,,,,,,,,,,98,98,98,98,98,98,98,98,98
150,Std. Cirrus Top,Std. Cirrus Top,Schempp-Hirth,Club,GL,10.04,242.0,357.4,390.0,74.78,-0.0000023:0.0003245:-0.0186987:0.4582391:-4.6219841,,,,,98,98,98,98,98,98,98,98,98
151,Std. Libelle,Std. Libelle,Glasflügel,Club,GL,9.8,200.0,318.8,350.0,75.00,0.0000022:-0.0003224:0.0146744:-0.2866680:1.5151951,,,,,98,98,98,98,98,98,98,98,98
152,G 102 Astir CS,G 102 Astir CS,Grob Aircraft,Club,GL,12.4,255.0,359.6,450.0,66.50,-0.0000068:0.0010219:-0.0581083:1.4098222:-12.9169564,,,,,96,96,96,96,96,96,96,96,96
153,G 102 Astir CS,G 102 Astir CS 77,Grob Aircraft,Club,GL,12.4,255.0,359.6,450.0,66.50,-0.0000068:0.0010219:-0.0581083:1.4098222:-12.9169564,,,,,96,96,96,96,96,96,96,96,96
154,Club Libelle,Club Libelle,Glasflügel,Club,GL,9.8,225.0,318.5,350.0,69.50,-0.0000019:0.0002630:-0.0158828:0.3881628:-3.8932017,,,,,96,96,96,96,96,96,96,96,96
155,Elfe,Elfe S3,Neukom,Club,GL,11.9,230.0,315.35,320.0,72.00,-0.0000052:0.0007060:-0.0379447:0.8695522:-7.7195031,,,,,96,96,96,96,96,96,96,96,96
156,Elfe,Elfe S4,Neukom,Club,GL,11.9,261.0,327.25,354.0,69.00,-0.0000009:0.0001400:-0.0104951:0.2956208:-3.4091256,,,,,96,96,96,96,96,96,96,96,96
157,H-101 Salto 15.5m,H-101 Salto 15.5m,Glasflügel,Club,GL,9.14,185.0,285.17,280.0,70.00,-0.0000045:0.0006795:-0.0394406:0.9594406:-8.8414372,,,,,96,96,96,96,96,96,96,96,96
158,IS 29 D,IS 29 D,ICA,Club,GL,10.4,240.0,360.0,,80.00,-0.0024118:0.0842101:-1.2982168,,,,,96,96,96,96,96,96,96,96,96
159,LS 1-0 FG,LS 1-0 FG,Rolladen-Schneider,Club,GL,9.74,200.0,287.33,312.0,64.00,-0.0000075:0.0009986:-0.0515472:1.1425118:-9.6818903,,,,,96,96,96,96,96,96,96,96,96
160,Mistral C,Mistral C,Mistral-Flugzeugbau,Club,GL,10.9,235.0,342.26,350.0,72.00,-0.0000042:0.0006007:-0.0340014:0.8237372:-7.7599592,,,,,96,96,96,96,96,96,96,96,96
161,Phöbus B,Phöbus B,Bölkow,Club,GL,13.16,210.0,,350.0,,,,,,,96,96,96,96,96,96,96,96,96
162,SHK,SHK,Schempp-Hirth,Club,GL,14.70,260.0,,370.0,,,,,x,,96,96,96,96,96,96,96,96,96
163,VSO-10,VSO-10,VSO,Club,GL,12.0,250.0,348.0,380.0,65.00,-0.0000062:0.0007898:-0.0399612:0.8796798:-7.6293816,,,,,96,96,96,96,96,96,96,96,96
164,Mü 22b,Mü 22b,Akaflieg München,Club,GL,13.7,280.0,,360.0,,,,,,,95,95,95,95,95,95,95,95,95
165,G 102 Astir CS Top,G 102 Astir CS Top,Grob Aircraft,Club,MG,12.4,305.0,368.28,450.0,67.00,-0.0000032:0.0004632:-0.0269015:0.6525676:-6.2349560,,,,,94,94,94,94,94,94,94,94,94
166,Elfe FG,Elfe FG,Neukom,Club,GL,11.9,261.0,327.25,354.0,69.00,-0.0000009:0.0001400:-0.0104951:0.2956208:-3.4091256,,,,,94,94,94,94,94,94,94,94,94
167,Phöbus A,Phöbus A,Bölkow,Club,GL,13.16,210.0,,350.0,,,,,,,94,94,94,94,94,94,94,94,94
168,Silent 2,Silent 2,Alisport,Club,MG,,,,,,,,,,x,94,94,94,94,94,94,94,94,94
169,TST-10,TST-10 Atlas,TeST Gliders,Club,GL,9.85,140.0,,300.0,,,,,,,94,94,94,94,94,94,94,94,94
170,TST-10,TST-10 Atlas M,TeST Gliders,Club,MG,9.85,180.0,,300.0,,,,,,x,94,94,94,94,94,94,94,94,94
171,VSO-10 C,VSO-10 C,VSO,Club,GL,12.0,250.0,348.0,380.0,65.00,-0.0000223:0.0027146:-0.1245162:2.4881589:-18.8311029,,,,,94,94,94,94,94,94,94,94,94
172,Apis WR,Apis WR,Pipistrel,Club,GL,,,,,,,,,,,93,93,93,93,93,93,93,93,93
173,G 102 Astir CS Jeans,G 102 Astir CS Jeans,Grob Aircraft,Club,GL,12.4,255.0,368.28,450.0,67.00,-0.0000032:0.0004632:-0.0269015:0.6525676:-6.2349560,,,,,93,93,93,93,93,93,93,93,93
174,Carat,Carat,AMS-Flight,Club,MG,11.0,350.0,459.8,490.0,75.00,-0.0000083:0.0011677:-0.0635088:1.5124326:-13.9576012,,x,,x,93,93,93,93,93,93,93,93,93
175,ASK 23,ASK 23,Alexander Schleicher,Club,GL,12.9,240.0,330.0,,80.00,-0.0027648:0.1077600:-1.7100000,,,,,92,92,92,92,92,92,92,92,92
176,ASK 23,ASK 23 B,Alexander Schleicher,Club,GL,12.9,240.0,330.0,,80.00,-0.0027648:0.1077600:-1.7100000,,,,,92,92,92,92,92,92,92,92,92
177,Kiwi,Kiwi,Valentin Flugzeugbau,Club,MG,11.03,205.0,323.179,380.0,68.00,-0.0000040:0.0005101:-0.0261678:0.5662893:-4.8042002,,,,x,92,92,92,92,92,92,92,92,92
178,fs 24 Phönix,fs 24 Phönix,Akaflieg Stuttgart,Club,GL,14.36,164.0,,265.0,,,,,,,92,92,92,92,92,92,92,92,92
179,fs 25,fs 25,Akaflieg Stuttgart,Club,GL,8.54,150.0,244.244,250.0,70.00,-0.0000019:0.0003283:-0.0226763:0.6014380:-5.9168729,,,,,92,92,92,92,92,92,92,92,92
180,G 102 Club Astir,G 102 Club Astir,Grob Aircraft,Club,GL,12.4,255.0,342.224,450.0,72.00,-0.0000034:0.0005046:-0.0295257:0.7115538:-6.6242683,,,,,91,91,91,91,91,91,91,91,91
181,SZD-51 Junior,SZD-51 Junior,Allstar PZL Glider,Club,GL,12.51,225.0,306.495,380.0,65.00,-0.0000016:0.0002176:-0.0141001:0.3486593:-3.4738916,,,,,90,90,90,90,90,90,90,90,90
182,Std. Austria SH 1,Std. Austria SH 1,Schempp-Hirt,Club,GL,13.5,205.0,,323.0,,,,,x,,90,90,90,90,90,90,90,90,90
183,Zugvogel IIIb,Zugvogel IIIb,Scheibe-Flugzeugbau,Club,GL,14.48,245.0,,365.0,,,,,x,,90,90,90,90,90,90,90,90,90
184,ASK 18,ASK 18,Alexander Schleicher,Club,GL,12.99,215.0,310.0,,55.00,-0.0022064:0.0642595:-0.9941020,,,x,,88,88,88,88,88,88,88,88,88
185,Geier,Geier,Allgaier,Club,GL,14.0,277.0,,370.0,,,,,x,,88,88,88,88,88,88,88,88,88
186,H-101 Salto,H-101 Salto,Glasflügel,Club,GL,8.58,182.0,271.128,280.0,74.00,-0.0000073:0.0010547:-0.0584731:1.3879672:-12.5197526,,,,,88,88,88,88,88,88,88,88,88
187,PIK-16 Vasama,PIK-16 Vasama,Lehtovaara,Club,GL,11.7,166.0,304.2,281.0,69.00,-0.0000204:0.0026527:-0.1295562:2.7290554:-21.4841247,,,x,,88,88,88,88,88,88,88,88,88
188,SB 5e,SB 5e,Akaflieg Braunschweig,Club,GL,,,,,,,,,x,,88,88,88,88,88,88,88,88,88
189,SF 27 B,SF 27 B,Scheibe-Flugzeugbau,Club,GL,13.0,220.0,300.0,350.0,80.00,-0.0046656:0.2023200:-2.8300000,,,x,,88,88,88,88,88,88,88,88,88
190,SZD-24 Foka 4,SZD-24 Foka 4,PZL Bielsko,Club,GL,12.16,245.0,,385.0,,,,,x,,88,88,88,88,88,88,88,88,88
191,Std. Austria SH,Std. Austria SH,Schempp-Hirth,Club,GL,13.5,205.0,,323.0,,,,,x,,88,88,88,88,88,88,88,88,88
192,Zugvogel IIIa,Zugvogel IIIa,Scheibe-Flugzeugbau,Club,GL,14.48,245.0,,365.0,,,,,x,,88,88,88,88,88,88,88,88,88
193,Greif 2,Greif 2,Heinkel Flugzeugwerke,Club,GL,13.70,216.0,,326.0,,,,,x,,86,86,86,86,86,86,86,86,86
194,M-25,M-25,-,Club,GL,,,,,,,,,,,86,86,86,86,86,86,86,86,86
195,Pilatus B4 FG,Pilatus B4 FG,Pilatus,Club,GL,14.05,230.0,335.795,350.0,67.00,-0.0000016:0.0002687:-0.0187272:0.4933145:-4.9965561,,,x,,86,86,86,86,86,86,86,86,86
196,SB 5,SB 5a,Akaflieg Braunschweig,Club,GL,13.0,203.0,300.0,300.0,60.00,-0.0000019:0.0002761:-0.0183724:0.4588972:-4.4998865,,,x,,86,86,86,86,86,86,86,86,86
197,SB 5,SB 5b,Akaflieg Braunschweig,Club,GL,13.0,203.0,300.0,300.0,60.00,-0.0000019:0.0002761:-0.0183724:0.4588972:-4.4998865,,,x,,86,86,86,86,86,86,86,86,86
198,SB 5,SB 5c,Akaflieg Braunschweig,Club,GL,13.0,203.0,300.0,300.0,60.00,-0.0000019:0.0002761:-0.0183724:0.4588972:-4.4998865,,,x,,86,86,86,86,86,86,86,86,86
199,SF 27,SF 27 A,Scheibe-Flugzeugbau,Club,GL,12.0,225.0,315.0,350.0,63.00,-0.0000086:0.0010879:-0.0528977:1.0960054:-8.8350763,,,x,,86,86,86,86,86,86,86,86,86
200,SF 27,SF 27 MA,Scheibe-Flugzeugbau,Club,GL,12.0,255.0,315.0,350.0,63.00,-0.0000086:0.0010879:-0.0528977:1.0960054:-8.8350763,,,x,,86,86,86,86,86,86,86,86,86
201,SF 30,SF 30,Scheibe-Flugzeugbau,Club,GL,10.9,175.0,332.45,265.0,70.00,-0.0000031:0.0004548:-0.0269529:0.6614673:-6.3203902,,,x,,86,86,86,86,86,86,86,86,86
202,SZD-30 Pirat,SZD-30 Pirat,PZL Bielsko,Club,GL,13.8,260.0,358.8,370.0,69.00,-0.0000105:0.0014201:-0.0716022:1.5328093:-12.4377227,,,x,,86,86,86,86,86,86,86,86,86
203,Sie-3,Sie-3,Paul Siebert,Club,GL,,210.0,210.0,340.0,62.00,-0.0000034:0.0004673:-0.0270408:0.6428060:-5.9549058,,,x,,86,86,86,86,86,86,86,86,86
204,Solo L 33,Solo L 33,-,Club,GL,11.0,210.0,321.2,340.0,70.00,-0.0000148:0.0016832:-0.0741431:1.4344681:-10.8620386,,,,,86,86,86,86,86,86,86,86,86
205,Std. Austria,Std. Austria,Schempp-Hirth,Club,GL,13.5,205.0,,323.0,,,,,x,,86,86,86,86,86,86,86,86,86
206,VT-16 Orlic,VT-16 Orlic,-,Club,GL,12.8,215.0,335.0,345.0,60.00,-0.0040500:0.1395000:-1.8000000,,,,,86,86,86,86,86,86,86,86,86
207,VT-16 Orlic,VT-16 Orlic 2,-,Club,GL,12.8,215.0,335.0,345.0,60.00,-0.0040500:0.1395000:-1.8000000,,,,,86,86,86,86,86,86,86,86,86
208,Zugvogel,Zugvogel I,Scheibe-Flugzeugbau,Club,GL,,,,,,,,,x,,86,86,86,86,86,86,86,86,86
209,Zugvogel,Zugvogel II,Scheibe-Flugzeugbau,Club,GL,,,,,,,,,x,,86,86,86,86,86,86,86,86,86
210,Zugvogel,Zugvogel IV,Scheibe-Flugzeugbau,Club,GL,,,,,,,,,x,,86,86,86,86,86,86,86,86,86
211,Ka 6 E,Ka 6 E,Alexander Schleicher,Club,GL,12.4,185.0,277.76,300.0,62.00,-0.0000034:0.0004673:-0.0270408:0.6428060:-5.9549058,,,x,,85,85,85,85,85,85,85,85,85
212,K 10,K 10,Alexander Schleicher,Club,GL,12.53,210.0,,320.0,,,,,x,,85,85,85,85,85,85,85,85,85
213,PW 5,PW 5,PZL Świdnik,Club,GL,10.16,185.0,245.87,300.0,68.00,0.0000009:-0.0000241:-0.0060746:0.2428327:-3.0253806,,,,,85,85,85,85,85,85,85,85,85
214,Alpin,Alpin,TeST Gliders,Club,GL,,,,,,,,,,,84,84,84,84,84,84,84,84,84
215,Alpin,Alpin T,TeST Gliders,Club,MG,,,,,,,,,,,84,84,84,84,84,84,84,84,84
216,H 30,H 30,Glasflügel,Club,GL,8.35,30.0,213.76,210.0,68.00,-0.0000008:0.0001534:-0.0136546:0.3897014:-4.1012367,,,x,,84,84,84,84,84,84,84,84,84
217,Lambada UFM-15,Lambada UFM-15,Urban Air,Double,MG,,,,,,,x,x,,x,84,84,84,84,84,84,84,78,78
218,Silent AE-1,Silent AE-1,Air Energy,Club,MG,,,,,,,,,,x,84,84,84,84,84,84,84,84,84
219,Silent AE-1,Silent AE-1 pure,Air Energy,Club,MG,,,,,,,,,,x,84,84,84,84,84,84,84,84,84
220,Silent Club,Silent Club,Air Energy,Club,MG,,,,,,,,,,x,84,84,84,84,84,84,84,84,84
221,Silent Club,Silent Club pure,Air Energy,Club,MG,,,,,,,,,,x,84,84,84,84,84,84,84,84,84
222,SF 26,SF 26,Scheibe-Flugzeugbau,Club,GL,12.34,183.0,,330.0,,,,,x,,83,83,83,83,83,83,83,83,83
223,ASK 14,ASK 14,Alexander Schleicher,Club,MG,12.68,245.0,,260.0,,,,x,x,x,82,82,82,82,82,82,82,82,82
224,Ka 6,Ka 6,Alexander Schleicher,Club,GL,12.4,185.0,275.28,300.0,62.00,-0.0000099:0.0013404:-0.0702004:1.5483648:-12.7570712,,,x,,82,82,82,82,82,82,82,82,82
225,LOM 57,LOM 57,VEB Lommatzsch,Club,GL,14.85,230.0,,330.0,,,,,x,,82,82,82,82,82,82,82,82,82
226,LOM 57,LOM 57/1,VEB Lommatzsch,Club,GL,14.85,230.0,,330.0,,,,,x,,82,82,82,82,82,82,82,82,82
227,Lambada UFM-13,Lambada UFM-13,Urban Air,Double,MG,12.16,285.0,,472.5,,,x,x,,x,82,82,82,82,82,82,82,76,76
228,SFS 31,SFS 31,Scheibe-Flugzeugbau,Club,MG,12.00,300.0,,430.0,,,,x,,x,82,82,82,82,82,82,82,82,82
229,SZD-22 Mucha Std.,SZD-22-Mucha Std.,PZL Bielsko,Club,GL,14.98,219.0,,350.0,,,,,x,,82,82,82,82,82,82,82,82,82
230,Sagitta,Sagitta,N.V. Vliegtuigbouw,Club,GL,12.00,217.0,,320.0,,,,,,,82,82,82,82,82,82,82,82,82
231,Duo Banjo,Duo Banjo,ProFe,Double,GL,,,,,,,x,,,,80,80,80,80,80,80,80,80,80
232,LCF 2,LCF 2,LCF,Club,GL,10.0,190.0,282.0,300.0,69.00,-0.0000040:0.0005468:-0.0305655:0.7131420:-6.6060096,,,,,80,80,80,80,80,80,80,80,80
233,SZD-12 Mucha 100,SZD-12 Mucha 100,PZL Bielsko,Club,GL,15.0,195.0,,290.0,,,,,x,,80,80,80,80,80,80,80,80,80
234,Weihe 50,Weihe 50,DFS,Club,GL,18.20,195.0,,355.0,,,,,x,,80,80,80,80,80,80,80,80,80
235,L-Spatz,L-Spatz,Scheibe-Flugzeugbau,Club,GL,10.90,135.0,,245.0,,,,,x,,78,78,78,78,78,78,78,78,78
236,Lunak LF 107,Lunak LF 107,Rudý Letov,Club,GL,13.38,205.0,,310.0,,,,,x,,78,78,78,78,78,78,78,78,78
237,Swift S-1,Swift S-1,ZRPSL,Club,GL,11.8,280.0,,390.0,,,,,,,77,77,77,77,77,77,77,77,77
238,Ahrens Delphin V1,Ahrens Delphin V1,Arthur Ahrens,Club,GL,16.9,265.0,,375.0,,,,,x,,76,76,76,76,76,76,76,76,76
239,Banjo,Banjo,ProFe,Club,GL,10.5,105.0,,220.0,,,,,,,76,76,76,76,76,76,76,76,76
240,K 8,K 8,Alexander Schleicher,Club,GL,14.15,190.0,280.17,310.0,55.50,-0.0000019:0.0002397:-0.0161705:0.3850366:-3.6499568,,,x,,76,76,76,76,76,76,76,76,76
241,Minimoa,Minimoa,Schempp-Hirth,Club,GL,20.0,200.0,,350.0,,,,,x,,76,76,76,76,76,76,76,76,76
242,AV.36,AV.36,Fauvel,Club,GL,,,,,,,,,x,,74,74,74,74,74,74,74,74,74
243,RF 4,RF 4,Fournier,Club,MG,11.30,280.0,,390.0,,,,x,x,x,74,74,74,74,74,74,74,74,74
244,Spatz 13m,Spatz 13m,Scheibe-Flugzeugbau,Club,GL,10.90,135.0,,245.0,,,,,x,,74,74,74,74,74,74,74,74,74
245,Piccolo,Piccolo,Technoflug,Club,MG,10.60,180.0,,297.0,,,,,,x,68,68,68,68,68,68,68,68,68
246,Song,Song,Gramex,Club,MG,,,,,,,,x,,x,65,65,65,65,65,65,65,65,65
247,Stratos 2e,Stratos 2e,HFL Leichtflugzeugbau,Club,MG,15.0,155.0,,280.0,,,,,,,64,64,64,64,64,64,64,64,64
248,Rhönsperber,Rhönsperber,DFS,Club,GL,15.10,177.0,,267.0,,,,,x,,62,62,62,62,62,62,62,62,62
249,Rhönbussard,Rhönbussard,DFS,Club,GL,14.10,150.0,,245.0,,,,,x,,60,60,60,60,60,60,60,60,60
250,Grunau Baby,Grunau Baby,Schneider,Club,GL,14.20,160.0,,250.0,,,,,x,,54,54,54,54,54,54,54,54,54
251,Ka/1 /3 /4,Ka 1,Alexander Schleicher,Club,GL,9.9,98.0,,195.0,,,,,x,,54,54,54,54,54,54,54,54,54
252,Ka/1 /3 /4,Ka 3,Alexander Schleicher,Club,GL,9.9,100.0,,195.0,,,,,x,,54,54,54,54,54,54,54,54,54
253,Falkon,Falkon,Streifeneder,Club,GL,10.66,240.0,344.32,450.0,68.50,-0.0000054:0.0007627:-0.0414025:0.9600512:-8.5412722,,,,,103,103,103,103,103,103,103,103,103
254,LS 3 Std,LS 3 Std,Rolladen-Schneider,Club,GL,,,,,,,,,,,103,103,103,103,103,103,103,103,103
255,mini LAK,mini LAK-FES,Sportinė Aviacija,Club,FG,8.41,213.0,343.3,350.0,81.80,-0.0000018:0.0002559:-0.0157664:0.4204374:-4.6647654,,,,,103,103,105,105,103,103,103,103,103
256,AK-5,AK-5,Akaflieg Karlsruhe,Club,GL,10.66,282.2,361.374,485.0,72.00,-0.0000062:0.0008883:-0.0477897:1.0993931:-9.7241866,,,,,102,102,102,102,102,102,102,102,102
257,Cirrus B 18.34m,Cirrus B 18.34m,Schempp-Hirth,Club,GL,12.6,260.0,330.0,,80.00,-0.0029376:0.1219200:-1.8600000,,,,,102,102,102,102,102,102,102,102,102
258,DG 300 FG,DG 300 FG,DG Flugzeugbau,Club,GL,10.28,245.0,363.912,450.0,72.00,-0.0000081:0.0010804:-0.0550934:1.2152352:-10.3114380,,,,,102,102,102,102,102,102,102,102,102
259,Pegase,Pegase,Centrair,Club,GL,10.5,254.39,368.0,505.0,72.61,-0.0000026:0.0003168:-0.0168197:0.3936045:-3.9066883,,,,,102,102,102,102,102,102,102,102,102
260,SB 12,SB 12,Akaflieg Braunschweig,Club,GL,10.02,238.0,332.66,450.0,71.00,-0.0000045:0.0006134:-0.0332318:0.7786094:-7.1394008,,,,,103,103,103,103,103,103,100,100,100
261,Hornet,Hornet WL,Glasflügel,Club,GL,9.8,245.0,316.54,420.0,71.00,-0.0000010:0.0001645:-0.0123437:0.3513426:-3.9083796,,,,,101,101,101,101,101,101,101,101,101
262,SZD-59 15m,SZD-59 15m WL,Allstar PZL Glider,Club,GL,10.66,270.0,,540.0,,,,,,,101,101,101,101,101,101,101,101,101
263,ASW 19,ASW 19,Alexander Schleicher,Club,GL,11.0,260.0,346.5,408.0,70.00,-0.0000079:0.0011932:-0.0684983:1.6816706:-15.4320385,,,,,100,100,100,100,100,100,100,100,100
264,Cirrus,Cirrus,Schempp-Hirth,Club,GL,10.04,202.0,307.22,390.0,69.00,-0.0000002:0.0000662:-0.0074782:0.2442414:-3.0509519,,,,,100,100,100,100,100,100,100,100,100
