ID,Glider,Model,Manufacturer,Competition Class,Kind,Wingarea,Empty Weight,Reference Mass,MTOW,Min Speed,Polar Coeffs,Double Seater,Exclude Live,Vintage,Self-Launcher,2016,2017,2018,2019,2020,2021,2022,2023,2024
511,Duo Discus X,Duo Discus XT,Schempp-Hirth,Double,MG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
512,ASW 20,ASW 20 WL,Alexander Schleicher,15,GL,10.5,280.0,360.15,525.0,71.00,-0.0000017:0.0002603:-0.0163651:0.4233258:-4.3895851,,,,,111,111,111,111,111,111,111,111,111
513,ASW 15,ASW 15 B,Alexander Schleicher,Club,GL,11.0,230.0,304.7,408.0,69.00,-0.0000037:0.0005167:-0.0287382:0.6686627:-6.0634891,,,,,97,97,97,97,97,97,97,97,97
514,ASW 19,ASW 19 B,Alexander Schleicher,Club,GL,11.0,260.0,352.0,408.0,70.00,-0.0000029:0.0003918:-0.0218912:0.5271323:-5.1635631,,,,,100,100,100,100,100,100,100,100,100
515,ASW 15,ASW 15 WL,Alexander Schleicher,Club,GL,11.0,230.0,304.7,408.0,69.00,-0.0000037:0.0005167:-0.0287382:0.6686627:-6.0634891,,,,,98,98,98,98,98,98,98,98,98
516,SZD-32 Foka 5,SZD-32 Foka 5,PZL Bielsko,Club,GL,12.16,256.0,,385.0,,,,,x,,88,88,88,88,88,88,88,88,88
517,SZD-41 Jantar Std.,SZD-41 Jantar Std.,PZL Bielsko,Club,GL,10.66,244.0,,460.0,,,,,,,100,100,100,100,100,100,100,100,100
518,SZD-41 Jantar Std.,SZD-41 Jantar Std. WL,PZL Bielsko,Club,GL,10.66,244.0,,460.0,,,,,,,101,101,101,101,101,101,101,101,101
519,SZD-48-3 Jantar Std. 3,SZD-48-3 Jantar Std. 3,PZL Bielsko,Club,GL,10.66,247.0,329.39,520.0,69.50,-0.0000028:0.0004481:-0.0279885:0.7214499:-7.0869300,,,,,100,100,100,100,100,100,100,100,100
520,SZD-48-3 Jantar Std. 3,SZD-48-3 Jantar Std. 3 WL,PZL Bielsko,Club,GL,10.66,247.0,329.39,520.0,69.50,-0.0000028:0.0004481:-0.0279885:0.7214499:-7.0869300,,,,,101,101,101,101,101,101,101,101,101
521,Kestrel 17m,Slingsby T.59 Kestrel 17m,Slingsby,18,GL,11.58,260.0,367.086,400.0,70.00,-0.0000045:0.0006268:-0.0336614:0.7715560:-6.8806019,,,,,110,110,110,110,110,110,110,110,110
522,Kestrel 19m,Slingsby T.59D Kestrel 19m,Slingsby,Open,GL,12.87,330.0,429.86,472.0,72.00,-0.0000066:0.0009975:-0.0568017:1.3839686:-12.6502388,,,,,112,112,112,112,112,112,112,112,112
523,Slingsby T.21,Slingsby T.21,Slingsby,Double,GL,24.2,272.0,,476.0,,,x,,x,,54,54,54,54,54,54,54,54,54
524,LS 6,LS 6 WL,Rolladen-Schneider,15,GL,10.5,260.0,355.0,525.0,71.60,-0.0000001:0.0000311:-0.0044236:0.1557020:-2.1974432,,,,,112,112,112,112,112,112,112,112,112
525,Janus C RG,Janus C RG,Schempp-Hirth,Double,GL,17.4,405.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,,108,108,108,108,108,108,108,108,108
526,Janus C RG,Janus CM RG,Schempp-Hirth,Double,MG,17.4,495.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,x,108,108,108,108,108,108,108,108,108
527,Janus C RG,Janus CT RG,Schempp-Hirth,Double,MG,17.4,455.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,,108,108,108,108,108,108,108,108,108
528,SZD-41 Jantar Std.,SZD-41 Jantar Std. T,PZL Bielsko,Club,MG,10.66,294.0,,460.0,,,,,,,100,100,100,100,100,100,100,100,100
529,ASW 20,ASW 20-J,Alexander Schleicher,15,MG,10.5,300.0,360.15,525.0,71.00,-0.0000017:0.0002603:-0.0163651:0.4233258:-4.3895851,,,,,110,110,110,110,110,110,110,110,110
530,ASW 20,ASW 20-J WL,Alexander Schleicher,15,MG,10.5,300.0,360.15,525.0,71.00,-0.0000017:0.0002603:-0.0163651:0.4233258:-4.3895851,,,,,111,111,111,111,111,111,111,111,111
531,AC-4 Russia,AC-4 Russia,Aviastroitel,Club,GL,7.7,140.0,226.38,250.0,74.00,-0.0000324:0.0037150:-0.1616371:3.1075728:-22.8764816,,,x,,84,84,84,84,84,84,84,84,84
532,mini LAK,mini LAK,Sportinė Aviacija,Club,GL,8.41,163.0,343.3,350.0,81.80,-0.0000018:0.0002559:-0.0157664:0.4204374:-4.6647654,,,,,103,103,105,105,103,103,103,103,103
533,SF 36,SF 36,Scheibe-Flugzeugbau,Club,MG,15.60,515.0,,715.0,,,x,,,x,74,74,74,74,74,74,74,74,74
534,Stemme S12,Stemme S12,Stemme,Open,MG,19.95,690.0,,900.0,,,x,,,x,114,114,114,114,114,114,114,114,114
535,Slingsby T.30 Prefect,Slingsby T.30 Prefect,Slingsby,Club,GL,14.25,176.9,,266.3,,,,,x,,54,54,54,54,54,54,54,54,54
536,Slingsby T.31 Tandem Tutor,Slingsby T.31 Tandem Tutor,Slingsby,Double,GL,15.8,176.0,,376.0,,,x,,x,,54,54,54,54,54,54,54,54,54
537,Slingsby T.34 Sky,Slingsby T.34 Sky,Slingsby,Club,GL,17.37,250.0,,363.0,,,,,x,,60,60,60,60,60,60,60,60,60
538,Slingsby T.43 Skylark 3,Slingsby T.43 Skylark 3,Slingsby,Club,GL,16.1,253.0,,358.0,,,,,x,,77,77,77,77,77,77,77,77,77
539,Slingsby T.49 Capstan,Slingsby T.49 Capstan,Slingsby,Club,GL,20.43,345.4,,567.0,,,,,x,,60,60,60,60,60,60,60,60,60
540,Slingsby T.50 Skylark 4,Slingsby T.50 Skylark 4,Slingsby,Club,GL,16.1,258.0,395.0,395.0,58.00,-0.0030110:0.1010569:-1.4130696,,,x,,84,84,84,84,84,84,84,84,84
542,Slingsby T.51 Dart,Slingsby T.51 Dart,Slingsby,Club,GL,,,,,,,,,x,,82,82,82,82,82,82,82,82,82
543,Slingsby T.51 Dart 17,Slingsby T.51 Dart 17,Slingsby,18,GL,13.87,226.0,,340.0,,,x,,,,92,92,92,92,92,92,92,92,92
544,Slingsby T.51 Dart 17 R,Slingsby T.51 Dart 17 R,Slingsby,18,GL,13.87,226.0,,340.0,,,,,,,92,92,92,92,92,92,92,92,92
545,Slingsby T.53,Slingsby T.53,Slingsby,Double,GL,18.02,354.0,,580.0,,,x,,x,,71,71,71,71,71,71,71,71,71
546,Slingsby T.65 Vega,Slingsby T.65 Vega,Slingsby,Club,GL,10.1,236.0,,510.0,,,,,,,102,102,102,102,102,102,102,102,102
547,Slingsby T.41 Skylark 2,Slingsby T.41 Skylark 2,Slingsby,Club,GL,13.4,190.5,,308.0,,,,,x,,77,77,77,77,77,77,77,77,77
548,Ventus 2c 18m,Ventus 2cxa FES 18m,Schempp-Hirth,18,FG,11.0,342.4,432.4,525.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,,119,119,119,119,119,119,121,121,121
549,L-13 Blaník,L-13 Blaník,LET,Double,GL,19.15,382.0,472.0,500.0,62.00,-0.0000139:0.0018152:-0.0911282:1.9896710:-16.5958990,x,,x,,78,78,78,78,78,78,78,78,78
550,DG 1000 20m,DG 1000E neo 20m,DG Flugzeugbau,Double,FG,17.53,501.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,,110,110,110,110,110,110,111,112,112
551,DG 1000 18m,DG 1000E neo 18m,DG Flugzeugbau,Double,FG,16.72,470.0,,750.0,,,x,,,,106,106,106,106,106,106,107,107,107
552,Duo Discus XL,Duo Discus XL FES,Schempp-Hirth,Double,FG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
553,Pilatus B4 RG,Pilatus B4 RG,Pilatus,Club,GL,14.05,230.0,335.795,350.0,67.00,-0.0000016:0.0002687:-0.0187272:0.4933145:-4.9965561,,,x,,88,88,88,88,88,88,88,88,88
554,ASG 29 15m,ASG 29 RES 15m,Alexander Schleicher,15,FG,9.2,315.0,350.0,,80.00,-0.0018576:0.0937200:-1.8100000,,,,x,114,114,116,114,114,114,114,114,114
555,ASG 29 18m,ASG 29 RES 18m,Alexander Schleicher,18,FG,10.5,325.0,391.3,600.0,81.05,-0.0000054:0.0007747:-0.0423528:1.0075874:-9.1985372,,,,x,119,119,121,119,119,119,121,121,121
556,Schweizer SGS 1-26,Schweizer SGS 1-26,Schweizer Aircraft,Club,GL,14.87,202.0,315.0,318.0,62.30,-0.0044078:0.1595635:-2.3841445,,,x,,63,63,63,63,63,63,63,63,63
557,Schweizer SGS 1-34,Schweizer SGS 1-34,Schweizer Aircraft,Club,GL,14.03,259.0,354.0,381.0,69.82,-0.0033462:0.1302224:-1.9660327,,,x,,85,85,85,85,85,85,85,85,85
558,Schweizer SGS 1-36 Sprite,Schweizer SGS 1-36 Sprite,Schweizer Aircraft,Club,GL,13.1,215.0,322.0,322.0,55.98,-0.0043821:0.1709341:-2.3356807,,,x,,76,76,76,76,76,76,76,76,76
559,Schweizer SGS 2-32,Schweizer SGS 2-32,Schweizer Aircraft,Double,GL,16.7,377.0,,649.0,,,x,,x,,83,83,83,83,83,83,83,83,83
560,Schweizer SGS 2-33,Schweizer SGS 2-33,Schweizer Aircraft,Double,GL,20.35,272.0,470.0,473.0,62.32,-0.0038639:0.1689915:-2.8039001,x,,x,,54,54,54,54,54,54,54,54,54
561,Habicht,Habicht,DFS,Club,GL,15.82,235.0,,350.0,,,,,x,,60,60,60,60,60,60,60,60,60
562,Antares 21E,Antares 21E,Lange Aviation,Open,MG,12.9,530.0,750.0,710.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,x,121,121,121,121,121,121,124,123,123
563,Antares 21E,Antares 20E/21,Lange Aviation,Open,MG,12.9,530.0,750.0,710.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,x,121,121,121,121,121,121,124,123,123
564,ASW 20 16.6m,ASW 20-J 16.6m,Alexander Schleicher,18,MG,11.01,305.0,371.14,430.0,72.00,-0.0000039:0.0005801:-0.0333154:0.8132168:-7.6107810,,,,,112,112,112,112,112,112,112,112,112
565,LAK-19 18m,LAK-19 T 18m,Sportinė Aviacija,18,MG,9.6,276.0,338.4,500.0,76.13,-0.0000111:0.0017266:-0.1007859:2.5425178:-23.7162454,,,,,114,114,116,114,114,114,113,114,114
566,LAK-19 15m,LAK-19 T 15m,Sportinė Aviacija,Standard,MG,9.06,270.0,332.2,500.0,80.60,-0.0000061:0.0009344:-0.0549965:1.4093417:-13.6990958,,,,,108,108,108,108,108,108,108,108,108
567,Ka 2,Ka 2 b,Alexander Schleicher,Double,GL,17.5,278.0,418.0,480.0,67.00,-0.0038026:0.1531948:-2.3813853,x,,x,,78,78,78,78,78,78,78,78,78
568,Doppelraab,Doppelraab,Raab,Double,GL,18.0,185.0,,350.0,,,x,,x,,54,54,54,54,54,54,54,54,54
569,ASW 27,ASW 27-J,Alexander Schleicher,15,MG,9.0,245.0,365.9,500.0,87.80,-0.0000045:0.0006748:-0.0396782:1.0232325:-10.1966945,,,,,114,114,114,114,114,114,114,114,114
570,SB 7,SB 7,Akaflieg Braunschweig,Club,GL,12.66,285.0,,390.0,,,,,,,100,100,100,100,100,100,100,100,100
571,SF 34,SF 34 RG,Scheibe-Flugzeugbau,Double,GL,14.8,430.0,534.3,540.0,77.00,-0.0000022:0.0003862:-0.0270257:0.7713176:-8.4070794,x,,,,87,87,87,87,87,87,87,87,87
573,L23 SuperBlanik,L23 SuperBlanik,LET,Double,GL,19.15,382.0,472.0,500.0,65.00,-0.0000122:0.0015152:-0.0731290:1.5384958:-12.4602521,x,,x,,78,78,78,78,78,78,78,78,78
574,Lom-61 Favorit,Lom-61 Favorit,Lommatzsch,Club,GL,12.40,225.0,,325.0,,,,,x,,75,75,75,75,75,75,75,75,75
575,DG 300,DG 300G WL,DG Flugzeugbau,Standard,MG,10.28,245.0,363.912,450.0,72.00,-0.0000081:0.0010804:-0.0550934:1.2152352:-10.3114380,,,,,105,105,105,105,105,105,105,105,105
576,LS 8 18m,LS 8e 18m,DG Flugzeugbau,18,FG,11.4,315.0,365.0,575.0,71.00,-0.0000079:0.0010386:-0.0524499:1.1504136:-9.6523418,,,,,114,114,114,114,114,114,113,114,114
577,Nimbus 3D 25.6m,Nimbus 3D 25.6m,Schempp-Hirth,Open,GL,16.91,505.0,723.75,820.0,78.50,-0.0000046:0.0007653:-0.0476167:1.2698530:-12.6676092,x,,,,121,121,121,121,121,121,121,121,121
578,Nimbus 3D 25.6m,Nimbus 3DM 25.6m,Schempp-Hirth,Open,MG,16.91,575.0,723.75,820.0,78.50,-0.0000046:0.0007653:-0.0476167:1.2698530:-12.6676092,x,,,x,121,121,121,121,121,121,121,121,121
579,Nimbus 3D 25.6m,Nimbus 3DT 25.6m,Schempp-Hirth,Open,MG,16.91,545.0,723.75,820.0,78.50,-0.0000046:0.0007653:-0.0476167:1.2698530:-12.6676092,x,,,,121,121,121,121,121,121,121,121,121
580,G 103 Twin 3,G 103 Twin 3 SL 20m,Grob Aircraft,Double,MG,18.5,490.0,600.0,650.0,77.60,-0.0000072:0.0008805:-0.0423662:0.8979431:-7.5713757,x,,,x,97,97,97,97,97,97,97,97,97
581,EB 28,EB 28 edition,Binder,Open,MG,16.5,570.0,670.0,,80.00,-0.0008640:0.0240000:-0.4700000,x,,,x,124,124,126,126,124,124,125,125,125
582,Ventus 2c 18m,Ventus 2cxa 18m,Schempp-Hirth,18,GL,11.0,310.4,432.4,525.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,,119,119,119,119,119,119,121,121,121
583,Ventus 2c 15m,Ventus 2cxa 15m,Schempp-Hirth,15,GL,9.67,240.0,326.0,525.0,71.20,-0.0000036:0.0004830:-0.0254792:0.5756726:-5.1809941,,,,,114,114,114,114,114,114,115,115,115
584,DG 1000 20m,DG 1000M neo 20m,DG Flugzeugbau,Double,MG,17.53,501.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,x,110,110,110,110,110,110,111,112,112
585,DG 1000 20m,DG 1000S neo 20m,DG Flugzeugbau,Double,GL,17.53,415.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,,110,110,110,110,110,110,111,112,112
586,DG 1000 20m,DG 1000T neo 20m,DG Flugzeugbau,Double,MG,17.53,465.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,,110,110,110,110,110,110,111,112,112
589,DG 800 15m,DG 808S 15m,DG Flugzeugbau,15,GL,10.68,260.0,370.0,,72.13,-0.0012543:0.0399129:-0.7810935,,,,,113,113,113,113,113,113,113,113,113
590,DG 800 15m,DG 800LA 15m,DG Flugzeugbau,15,MG,10.68,260.0,370.0,,72.13,-0.0012543:0.0399129:-0.7810935,,,,x,113,113,113,113,113,113,112,112,112
591,DG 800 18m,DG 800LA 18m,DG Flugzeugbau,18,MG,11.81,272.0,432.25,525.0,68.00,-0.0000037:0.0004769:-0.0242294:0.5269140:-4.5759245,,,,x,118,118,118,118,118,118,118,118,118
592,DG 800 18m,DG 808C Classic 18m,DG Flugzeugbau,18,MG,11.81,272.0,432.25,525.0,68.00,-0.0000037:0.0004769:-0.0242294:0.5269140:-4.5759245,,,,x,118,118,118,118,118,118,119,119,119
593,DG 800 18m,DG 808S 18m,DG Flugzeugbau,18,GL,11.81,272.0,432.25,525.0,68.00,-0.0000037:0.0004769:-0.0242294:0.5269140:-4.5759245,,,,,118,118,118,118,118,118,120,120,120
594,Diana-3,Diana-3,Avionic,18,GL,10.46,256.0,,600.0,,,,,,,121,121,121,121,119,119,122,122,122
595,Diana-3,Diana-3 FES,Avionic,18,FG,10.46,306.0,,600.0,,,,,,x,121,121,121,121,119,119,122,122,122
596,Hütter H28,Hütter H28,Wolfgang Hütter,Club,GL,,,,,,,,,x,,67,67,67,67,67,67,67,67,67
597,ES-56 Nymph,ES-56 Nymph,Edmund Schneider,Club,GL,10.12,151.0,,241.0,,,,,x,,65,65,65,65,65,65,65,65,65
598,Phoenix,Phoenix,Phoenix Air,Club,MG,14.36,164.0,,265.0,,,x,,,x,88,88,88,88,88,88,88,88,88
599,Ventus 2,Ventus 2bx,Schempp-Hirth,15,GL,9.67,240.0,326.0,525.0,71.20,-0.0000036:0.0004830:-0.0254792:0.5756726:-5.1809941,,,,,114,114,114,114,114,114,114,114,114
600,Applebay Zuni II,Applebay Zuni II,Applebay Sailplanes,15,GL,10.13,238.0,358.0,,90.00,-0.0020080:0.0705032:-1.1595263,,,,,105,105,105,105,105,105,105,105,105
601,CB-15 Crystal,CB-15 Crystal,Brondel,15,GL,,,,,,,,,,,105,105,105,105,105,105,105,105,105
602,Cumulus CU IIf,Cumulus CU IIf,Gerhard Reinhard,Club,GL,,,,,,,,,x,,54,54,54,54,54,54,54,54,54
603,SparrowHawk,SparrowHawk,Windward Performance,Club,GL,6.5,100.0,212.55,230.0,78.00,-0.0000033:0.0004245:-0.0230958:0.5505846:-5.3204361,,,,,85,85,85,85,85,85,85,85,85
604,DuckHawk,DuckHawk,Windward Performance,15,GL,7.4,177.0,,435.0,,,,,,,114,114,114,114,114,114,114,114,114
605,C-201 Marianne,C-201B Marianne,Centrair,Double,GL,17.185,430.0,,650.0,,,x,,,,100,100,100,100,100,100,100,100,100
606,Nixus,Nixus,Nixus Project,Open,MG,14.69,650.0,,980.0,,,x,,,x,126,126,126,126,126,126,126,126,126
607,DG 1000 18m,DG 1000S neo 18m,DG Flugzeugbau,Double,GL,16.72,400.0,,750.0,,,x,,,,106,106,106,106,106,106,107,107,107
608,DG 1000 18m,DG 1000T neo 18m,DG Flugzeugbau,Double,MG,16.72,450.0,,750.0,,,x,,,,106,106,106,106,106,106,107,107,107
609,DG 1000 18m FG,DG 1000 neo 18m FG,DG Flugzeugbau,Double,GL,16.72,400.0,,750.0,,,x,,,,105,105,105,105,105,105,105,105,105
610,Mü 17,Mü 17,Akaflieg München,Club,GL,13.30,160.0,,255.0,,,,,,,64,64,64,64,64,64,64,64,64
611,LS 8,LS 8T neo,DG Flugzeugbau,Standard,MG,10.5,325.0,377.0,525.0,83.40,-0.0000024:0.0002707:-0.0130232:0.2855048:-2.9129016,,,,,108,108,108,108,108,108,109,109,109
612,Olympia Meise,Olympia Meise,DFS,Club,GL,15.00,160.0,,255.0,,,,,x,,64,64,64,64,64,64,64,64,64
613,SZD-59 15m,SZD-59 15m,Allstar PZL Glider,Club,GL,10.66,270.0,,540.0,,,,,,,100,100,100,100,100,100,100,100,100
614,Archaeopteryx,Archaeopteryx,Ruppert Composite,Club,MG,12.8,64,,191,,,,,,x,76,76,76,76,76,76,76,76,76
615,LS 4,LS 4 Jet neo,Rolladen-Schneider,Standard,MG,10.5,240.0,338.0,505.0,70.00,-0.0000051:0.0007003:-0.0375377:0.8764579:-8.0044517,,,,,105,105,105,105,105,105,106,106,106
616,Arcus,Arcus J,Schempp-Hirth,Double,MG,15.6,485.0,702.0,800.0,78.00,-0.0000054:0.0008429:-0.0498947:1.2824907:-12.5555260,x,,,,114,114,116,114,114,114,120,120,120
617,Hornet,Hornet C,Glasflügel,Club,GL,9.8,227.0,318.0,450.0,71.00,-0.0000010:0.0001645:-0.0123437:0.3513426:-3.9083796,,,,,100,100,100,100,100,100,100,100,100
618,JS2 21m,JS2 21m,Jonker Sailplanes,Open,MG,12.25,420.0,610.0,720.0,87.60,-0.0000059:0.0009125:-0.0530351:1.3513588:-13.1094949,,,,x,126,126,126,126,126,126,126,126,126
619,JS2 18m,JS2 18m,Jonker Sailplanes,18,MG,11.1,400.0,436.33,640.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,x,121,121,121,121,121,121,121,121,121
620,E-Birdy,E-Birdy,Klenhart Design,Club,MG,8.30,115.0,230.0,280.0,,,,,,x,96,96,96,96,96,96,96,96,96
621,LAK-17 15m,LAK-17C FES 15m,Sportinė Aviacija,15,FG,9.06,270.0,285.0,550.0,80.00,-0.0016416:0.0787200:-1.5200000,,,,x,113,113,113,113,113,113,113,113,113
622,LAK-17 18m,LAK-17C FES 18m,Sportinė Aviacija,18,FG,9.8,225.0,295.0,600.0,80.00,-0.0012960:0.0468000:-0.8600000,,,,x,117,117,117,117,117,117,119,119,119
623,LAK-17 21m,LAK-17C FES 21m,Sportinė Aviacija,Open,FG,11.58,332,,600,,,,,,x,119,119,119,119,119,119,123,123,123
624,PIK-30,PIK-30,Eiri-Avion,18,MG,10.00,330,,460,,,,,,,107,107,107,107,107,107,107,107,107
625,LS 4,LS 4 Jet,Rolladen-Schneider,Standard,MG,10.5,235.0,338.0,525.0,70.00,-0.0000051:0.0007003:-0.0375377:0.8764579:-8.0044517,,,,,104,104,104,104,104,104,104,104,104
626,S18 II,S18 II,Spalinger,Club,GL,,,,,,,,,x,,62,62,62,62,62,62,62,62,62
627,LS 1,LS 1-d neo,Rolladen-Schneider,Club,GL,9.74,200.0,287.33,341.0,64.00,-0.0000075:0.0009986:-0.0515472:1.1425118:-9.6818903,,,,,99,99,99,99,99,99,99,99,99
628,HP 24,HP 24 15m,HP Aircraft,15,GL,10.02,239.0,,375.0,,,,,,,111,111,111,111,111,111,111,111,111
629,GP 14 Velo SE,GP 14 Velo SE,GP Gliders,Club,MG,7.0,205.0,,420.0,,,,,,,104,104,104,104,104,104,104,104,104
630,Stratos 300,Stratos 300,HFL Leichtflugzeugbau,Club,MG,13.86,170.0,,300.0,,,,,,,64,64,64,64,64,64,64,64,64
631,LS 1,LS 1-c neo,Rolladen-Schneider,Club,GL,9.74,200.0,287.33,341.0,64.00,-0.0000075:0.0009986:-0.0515472:1.1425118:-9.6818903,,,,,99,99,99,99,99,99,99,99,99
632,FK-3,FK-3,VFW-Fokker,Club,GL,13.8,240.0,,400.0,,,,,,,105,105,105,105,105,105,105,105,105
633,Swift-Light,Swift-Light E,Aériane,Club,FG,12.5,95.0,,191.0,,,,,,x,76,76,76,76,76,76,76,76,76
634,Swift-Light,Swift-Light,Aériane,Club,GL,12.5,60.0,,191.0,,,,,,,76,76,76,76,76,76,76,76,76
635,Diamant 16.5,Diamant 16.5,FFA,18,GL,12.2,270.0,,408.0,,,,,,,105,105,105,105,105,105,105,105,105
636,AC-5,AC-5M,Aviastroitel,Club,MG,7.7,180.0,,300.0,,,,,,x,84,84,84,84,84,84,84,84,84
637,AC-5,AC-5K,Aviastroitel,Club,MG,7.7,180.0,,300.0,,,,,,x,84,84,84,84,84,84,84,84,84
638,AC-5,AC-5Me,Aviastroitel,Club,FG,7.7,180.0,,300.0,,,,,,x,84,84,84,84,84,84,84,84,84
639,Reiher III,Reiher III,DFS,Club,GL,19.36,230.0,,315.00,,,,,x,,80,80,80,80,80,80,80,80,80
640,LS 3,LS 3 neo,Rolladen-Schneider,15,GL,10.5,270.0,372.75,472.0,72.00,-0.0000038:0.0005210:-0.0279720:0.6474645:-5.9972768,,,,,109,109,109,109,109,109,109,109,109
641,Perlan 2,Perlan 2,Perlan Project,Open,GL,24.4,574.0,,816.0,,,x,,,,105,105,105,105,105,105,105,105,105
642,Mg 19,Mg 19,Oberlerchner,Double,GL,21.0,298.0,,480.0,,,x,,x,,77,77,77,77,77,77,77,77,77
643,Vuk-T,Vuk-T,Jastreb,15,GL,11.96,260.0,,385.0,,,,,,,98,98,98,98,98,98,98,98,98
644,SunDancer,SunDancer DF-15,Distar,Double,MG,12.6,290.0,,600.0,,,x,x,,x,84,84,84,84,84,84,84,78,78
645,SunDancer,SunDancer DF-13,Distar,Double,MG,12.6,290.0,,600.0,,,x,x,,x,82,82,82,82,82,82,82,76,76
646,Briegleb BG-6,Briegleb BG-6,Briegleb,Club,GL,10.91,193.0,,300.0,,,,,x,,71,71,71,71,71,71,71,71,71
647,Briegleb BG-12,Briegleb BG-12,Briegleb,Club,GL,13.1,227.0,,409.0,,,,,x,,81,81,81,81,81,81,81,81,81
648,Briegleb BG-12,Briegleb BG-12/16,Briegleb,Club,GL,13.1,227.0,,409.0,,,,,x,,85,85,85,85,85,85,85,85,85
649,CVT M-200,CVT M-200,Morelli,Double,GL,17.5,345.0,,570.0,,,x,,x,,79,79,79,79,79,79,79,79,79
650,Morelli M-100,Morelli M-100,Morelli,Club,GL,13.1,155.0,,315.0,,,,,x,,79,79,79,79,79,79,79,79,79
